post_presvote12_2012,cmatch_romn_baseline,vote_generic_baseline,obamaapp_baseline,healthreformbill_baseline,teapartsup_baseline,post_house12_2012,fav_biden_baseline,healthqualch3_baseline,post_ideo5_2012,govt_reg_baseline,fav_hrc_baseline,post_pid3_2012,healthtaxch3_baseline,fav_bach_baseline,fav_sant_baseline,envwarm_baseline,fav_ging_baseline,fav_perr_baseline,taxwealth_baseline,saysobama_baseline,envser2_baseline,likenewt_baseline,track_baseline,econtrend_baseline,presvote16post_2016
Mitt Romney,Other,Other,Strongly Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Moderate,Too much,Somewhat favorable,Independent,Pay more,Very unfavorable,Somewhat favorable,Probably is happening,Somewhat unfavorable,Somewhat favorable,Oppose,Says what he thinks people want to hear,Somewhat serious,Like somewhat,Off on the wrong track,Getting worse,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,Not sure,Liberal,Too little,Somewhat favorable,Democrat,Pay more,Very unfavorable,Very unfavorable,Probably is happening,Very unfavorable,Somewhat unfavorable,Favor,Says what he believes,Not very serious,Dislike,Off on the wrong track,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,About the same,Liberal,Too little,Very favorable,Democrat,About the same,Somewhat unfavorable,Somewhat unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,"Neither support, nor oppose",$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Very Conservative,Not sure,Very unfavorable,Republican,Pay more,Somewhat favorable,Don't know,Probably is happening,Very favorable,Somewhat favorable,Not sure,Says what he thinks people want to hear,Very serious,Like a lot,Off on the wrong track,Getting worse,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly support,$HouseCand1Name ($HouseCand1Party),Very unfavorable,Worse care,Moderate,Too much,Somewhat favorable,Independent,Pay more,Very unfavorable,Very favorable,Probably is not happening,Very unfavorable,Very unfavorable,Favor,Says what he thinks people want to hear,Somewhat serious,Dislike,Off on the wrong track,Getting worse,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Moderate,Too little,Somewhat favorable,Independent,About the same,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Somewhat serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,Better care,Moderate,Too little,Very favorable,Democrat,Pay more,Very unfavorable,Very unfavorable,Not sure,Very unfavorable,Very unfavorable,Favor,Says what he believes,Not very serious,Dislike,Off on the wrong track,Getting worse,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Conservative,Too much,Somewhat unfavorable,Republican,Pay more,Somewhat favorable,Very favorable,Probably is not happening,Very favorable,Somewhat favorable,Oppose,Says what he believes,Not very serious,Like somewhat,Off on the wrong track,Getting worse,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Conservative,Too much,Somewhat favorable,Independent,Pay more,Somewhat favorable,Somewhat unfavorable,Probably is not happening,Somewhat unfavorable,Somewhat unfavorable,Oppose,Says what he thinks people want to hear,Not very serious,Not sure,Off on the wrong track,Getting worse,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,About the same,Moderate,Too much,Very unfavorable,Independent,Pay more,Very favorable,Very favorable,Probably is not happening,Very favorable,Very favorable,Oppose,Says what he believes,Somewhat serious,Like somewhat,Off on the wrong track,Getting worse,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Somewhat unfavorable,Worse care,Conservative,Too much,Somewhat unfavorable,Republican,Pay more,Somewhat favorable,Very favorable,Probably is happening,Somewhat favorable,Somewhat favorable,Not sure,Says what he thinks people want to hear,Not sure,Like a lot,Off on the wrong track,Getting worse,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,Better care,Liberal,Too little,Very favorable,Democrat,Pay less,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he thinks people want to hear,Very serious,Dislike,Not sure,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,About the same,Moderate,Too little,Very favorable,Independent,About the same,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,About the same,Conservative,Too much,Somewhat unfavorable,Independent,Pay more,Somewhat favorable,Very favorable,Probably is not happening,Somewhat favorable,Somewhat favorable,Oppose,Says what he thinks people want to hear,Not very serious,Like a lot,Off on the wrong track,About the same,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Very Conservative,Too much,Very unfavorable,Other,Pay more,Somewhat favorable,Somewhat favorable,Probably is not happening,Somewhat favorable,Somewhat favorable,Oppose,Says what he thinks people want to hear,Not very serious,Like somewhat,Off on the wrong track,Getting worse,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Moderate,About the right amount,Very favorable,Democrat,Pay more,Somewhat favorable,Somewhat favorable,Definitely is happening,Very unfavorable,Somewhat favorable,Favor,Says what he thinks people want to hear,Very serious,Dislike,Generally headed in the right direction,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Repealed,Somewhat support,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Moderate,Too much,Somewhat favorable,Independent,Not sure,Somewhat unfavorable,Somewhat unfavorable,Probably is not happening,Somewhat unfavorable,Don't know,Favor,Says what he believes,Not very serious,Dislike,Off on the wrong track,About the same,Donald Trump
Mitt Romney,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Not sure,$HouseCand1Name ($HouseCand1Party),Very unfavorable,Not sure,Moderate,Too little,Very unfavorable,Democrat,Not sure,Very favorable,Somewhat favorable,Definitely is happening,Very unfavorable,Somewhat favorable,Favor,Says what he believes,Very serious,Dislike,Off on the wrong track,Not sure,Donald Trump
Barack Obama,Mitt Romney,The Republican Party candidate,Somewhat Disapprove,Repealed,Not sure,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,Not sure,Conservative,Not sure,Somewhat favorable,Independent,Not sure,Somewhat favorable,Somewhat favorable,Definitely is happening,Somewhat unfavorable,Somewhat unfavorable,Favor,Says what he thinks people want to hear,Very serious,Dislike,Off on the wrong track,About the same,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,Better care,Moderate,Not sure,Very favorable,Democrat,Pay less,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Dislike,Generally headed in the right direction,About the same,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Not sure,"Neither support, nor oppose",$HouseCand2Name ($HouseCand2Party),Somewhat unfavorable,Worse care,Conservative,Too much,Very unfavorable,Republican,Pay more,Somewhat favorable,Somewhat favorable,Definitely is happening,Somewhat unfavorable,Somewhat unfavorable,Not sure,Says what he believes,Very serious,Dislike,Off on the wrong track,About the same,Donald Trump
Mitt Romney,Barack Obama,Other,Somewhat Approve,Not sure,"Neither support, nor oppose",$HouseCand2Name ($HouseCand2Party),Very unfavorable,Not sure,Moderate,Not sure,Very unfavorable,Not sure,Not sure,Very unfavorable,Somewhat favorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Not sure,Very serious,Dislike,Not sure,Getting worse,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Not sure,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,Not sure,Liberal,Not sure,Very favorable,Democrat,About the same,Somewhat unfavorable,Somewhat unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Not sure,Says what he believes,Very serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Conservative,Too much,Very unfavorable,Republican,Pay more,Somewhat favorable,Somewhat favorable,Probably is not happening,Somewhat unfavorable,Somewhat favorable,Oppose,Not sure,Not very serious,Not sure,Off on the wrong track,Getting worse,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Somewhat oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,About the same,Moderate,About the right amount,Very favorable,Democrat,Pay less,Very unfavorable,Somewhat unfavorable,Probably is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Somewhat serious,Not sure,Not sure,About the same,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly oppose,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Conservative,Too much,Somewhat unfavorable,Republican,Pay more,Somewhat favorable,Very favorable,Probably is not happening,Very favorable,Somewhat favorable,Oppose,Says what he thinks people want to hear,Not very serious,Like a lot,Off on the wrong track,Getting worse,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Moderate,About the right amount,Very favorable,Independent,About the same,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Mitt Romney,Barack Obama,Not sure,Somewhat Disapprove,Expanded,"Neither support, nor oppose",$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Moderate,About the right amount,Very favorable,Independent,Not sure,Very unfavorable,Somewhat unfavorable,Definitely is happening,Somewhat unfavorable,Somewhat unfavorable,Not sure,Not sure,Very serious,Not sure,Off on the wrong track,About the same,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Moderate,Too little,Somewhat favorable,Independent,Pay less,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Somewhat serious,Dislike,Generally headed in the right direction,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Kept the same,Strongly oppose,Not sure,Very favorable,About the same,Moderate,Not sure,Very favorable,Democrat,About the same,Very unfavorable,Somewhat unfavorable,Not sure,Somewhat unfavorable,Very unfavorable,Favor,Says what he thinks people want to hear,Not sure,Dislike,Generally headed in the right direction,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Somewhat oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,About the same,Liberal,Too little,Very favorable,Independent,Pay less,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Not sure,Very serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Moderate,Too much,Very unfavorable,Independent,Pay more,Somewhat favorable,Somewhat unfavorable,Probably is happening,Somewhat favorable,Don't know,Oppose,Says what he thinks people want to hear,Not very serious,Like a lot,Off on the wrong track,Getting worse,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,Better care,Moderate,Too little,Somewhat favorable,Republican,About the same,Very unfavorable,Somewhat unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he thinks people want to hear,Very serious,Dislike,Off on the wrong track,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Somewhat oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,Better care,Moderate,Too little,Very favorable,Democrat,About the same,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Like somewhat,Generally headed in the right direction,Getting better,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Conservative,Too much,Somewhat unfavorable,Independent,Pay more,Somewhat favorable,Very favorable,Probably is happening,Very favorable,Somewhat favorable,Oppose,Says what he thinks people want to hear,Not very serious,Like somewhat,Off on the wrong track,Getting worse,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Very Conservative,Too much,Very unfavorable,Independent,Not sure,Very favorable,Somewhat favorable,Probably is not happening,Somewhat favorable,Somewhat favorable,Oppose,Says what he believes,Not very serious,Not sure,Generally headed in the right direction,Getting worse,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Conservative,Too much,Very unfavorable,Republican,Pay more,Very favorable,Very favorable,Probably is happening,Somewhat favorable,Somewhat favorable,Oppose,Says what he thinks people want to hear,Not very serious,Not sure,Off on the wrong track,About the same,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Very Conservative,Too much,Very unfavorable,Republican,Pay more,Somewhat favorable,Very favorable,Probably is not happening,Somewhat favorable,Somewhat favorable,Oppose,Says what he thinks people want to hear,Not very serious,Like somewhat,Off on the wrong track,About the same,Donald Trump
Mitt Romney,Other,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Conservative,Too little,Somewhat unfavorable,Republican,Pay more,Somewhat favorable,Very favorable,Probably is not happening,Very favorable,Very unfavorable,Oppose,Says what he thinks people want to hear,Not very serious,Like a lot,Off on the wrong track,Getting worse,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Somewhat favorable,Worse care,Very Conservative,Too much,Very unfavorable,Republican,About the same,Somewhat favorable,Very favorable,Probably is not happening,Somewhat unfavorable,Somewhat favorable,Favor,Says what he thinks people want to hear,Not very serious,Dislike,Off on the wrong track,Getting worse,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,"Neither support, nor oppose",$HouseCand1Name ($HouseCand1Party),Very favorable,About the same,Liberal,Too little,Very favorable,Democrat,Not sure,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Somewhat unfavorable,Favor,Says what he believes,Very serious,Dislike,Off on the wrong track,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Liberal,Too little,Very favorable,Independent,About the same,Very unfavorable,Very favorable,Definitely is happening,Very favorable,Somewhat unfavorable,Favor,Says what he believes,Very serious,Like a lot,Generally headed in the right direction,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Kept the same,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Moderate,Too little,Somewhat favorable,Democrat,Not sure,Very unfavorable,Somewhat unfavorable,Probably is happening,Somewhat unfavorable,Very unfavorable,Oppose,Says what he believes,Somewhat serious,Not sure,Generally headed in the right direction,About the same,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Conservative,Too much,Somewhat favorable,Independent,Pay more,Somewhat favorable,Very favorable,Not sure,Very favorable,Very favorable,Oppose,Says what he believes,Not sure,Like a lot,Off on the wrong track,About the same,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Somewhat Disapprove,Not sure,Somewhat support,I did not vote in this race,Somewhat unfavorable,About the same,Moderate,Too little,Somewhat favorable,Republican,Pay more,Somewhat unfavorable,Somewhat favorable,Definitely is happening,Somewhat unfavorable,Very unfavorable,Favor,Says what he thinks people want to hear,Very serious,Not sure,Off on the wrong track,About the same,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Not sure,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Moderate,Not sure,Somewhat favorable,Independent,About the same,Very unfavorable,Don't know,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Kept the same,"Neither support, nor oppose",$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Very liberal,About the right amount,Very favorable,Democrat,Pay more,Somewhat unfavorable,Somewhat unfavorable,Probably is not happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Somewhat serious,Like somewhat,Off on the wrong track,About the same,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,"Neither support, nor oppose",$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Very Conservative,Too much,Very unfavorable,Republican,Pay more,Somewhat unfavorable,Very favorable,Probably is not happening,Very favorable,Somewhat unfavorable,Oppose,Says what he thinks people want to hear,Not very serious,Like somewhat,Off on the wrong track,Getting better,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,"Neither support, nor oppose",$HouseCand1Name ($HouseCand1Party),Somewhat favorable,Better care,Very liberal,Too little,Very favorable,Democrat,About the same,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Not sure,Somewhat support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Conservative,Not sure,Very unfavorable,Republican,Pay more,Somewhat favorable,Somewhat favorable,Probably is not happening,Very favorable,Somewhat favorable,Oppose,Says what he thinks people want to hear,Not very serious,Like a lot,Off on the wrong track,Getting worse,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,"Neither support, nor oppose",$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Moderate,Too much,Somewhat favorable,Democrat,Pay more,Somewhat unfavorable,Somewhat unfavorable,Definitely is happening,Somewhat unfavorable,Somewhat favorable,Favor,Says what he believes,Very serious,Dislike,Off on the wrong track,Getting better,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,About the same,Conservative,Too much,Somewhat unfavorable,Republican,Pay more,Somewhat favorable,Somewhat favorable,Probably is not happening,Somewhat favorable,Somewhat favorable,Not sure,Says what he thinks people want to hear,Not very serious,Like somewhat,Off on the wrong track,Not sure,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Disapprove,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,Better care,Moderate,Too much,Somewhat favorable,Democrat,Not sure,Very unfavorable,Don't know,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Dislike,Off on the wrong track,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Kept the same,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,Better care,Liberal,Too little,Very favorable,Democrat,About the same,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,Better care,Liberal,Not sure,Very favorable,Democrat,Pay less,Very unfavorable,Somewhat unfavorable,Probably is happening,Very unfavorable,Somewhat unfavorable,Favor,Says what he believes,Not sure,Dislike,Off on the wrong track,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Kept the same,Strongly oppose,$HouseCand3Name ($HouseCand3Party),Somewhat favorable,About the same,Liberal,Too little,Somewhat favorable,Democrat,About the same,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Somewhat unfavorable,Favor,Says what he thinks people want to hear,Very serious,Dislike,Off on the wrong track,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Kept the same,"Neither support, nor oppose",$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Conservative,About the right amount,Somewhat favorable,Democrat,About the same,Somewhat favorable,Somewhat favorable,Probably is happening,Somewhat favorable,Somewhat favorable,Favor,Says what he believes,Somewhat serious,Like somewhat,Generally headed in the right direction,About the same,Hillary Clinton
Barack Obama,Barack Obama,I would not vote,Somewhat Approve,Not sure,Not sure,$HouseCand1Name ($HouseCand1Party),Somewhat unfavorable,Worse care,Moderate,Too little,Somewhat favorable,Democrat,Pay more,Somewhat unfavorable,Somewhat unfavorable,Definitely is happening,Somewhat unfavorable,Somewhat unfavorable,Favor,Says what he believes,Somewhat serious,Dislike,Off on the wrong track,Getting worse,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Very Conservative,Too much,Very unfavorable,Republican,Pay more,Somewhat favorable,Very favorable,Probably is not happening,Somewhat favorable,Somewhat favorable,Oppose,Says what he thinks people want to hear,Not very serious,Like somewhat,Off on the wrong track,About the same,Donald Trump
Mitt Romney,Other,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Conservative,Too much,Somewhat unfavorable,Independent,Pay more,Somewhat favorable,Very favorable,Probably is not happening,Very favorable,Somewhat favorable,Oppose,Says what he thinks people want to hear,Not very serious,Like somewhat,Off on the wrong track,Getting better,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,Better care,Moderate,Not sure,Very favorable,Democrat,Pay more,Very unfavorable,Somewhat favorable,Probably is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Somewhat serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,Better care,Liberal,Too little,Very favorable,Democrat,Pay less,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Barack Obama,Barack Obama,Not sure,Somewhat Disapprove,Not sure,"Neither support, nor oppose",$HouseCand2Name ($HouseCand2Party),Very unfavorable,About the same,Conservative,Too much,Very favorable,Democrat,Pay more,Very unfavorable,Very unfavorable,Probably is happening,Very unfavorable,Very unfavorable,Oppose,Says what he thinks people want to hear,Somewhat serious,Dislike,Off on the wrong track,Getting worse,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Conservative,Too little,Somewhat unfavorable,Republican,Pay more,Somewhat unfavorable,Somewhat favorable,Probably is not happening,Somewhat favorable,Somewhat favorable,Not sure,Says what he thinks people want to hear,Not very serious,Like somewhat,Off on the wrong track,Getting worse,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Very Conservative,Too much,Very unfavorable,Republican,Pay more,Very favorable,Very favorable,Probably is happening,Very favorable,Very favorable,Oppose,Says what he thinks people want to hear,Not very serious,Like somewhat,Off on the wrong track,About the same,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Not sure,Not sure,$HouseCand1Name ($HouseCand1Party),Don't know,About the same,Not sure,Too much,Don't know,Democrat,Not sure,Don't know,Don't know,Probably is happening,Very unfavorable,Very unfavorable,Not sure,Says what he believes,Somewhat serious,Not sure,Off on the wrong track,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,Better care,Moderate,Too little,Somewhat favorable,Democrat,About the same,Very unfavorable,Somewhat unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,Better care,Conservative,Too much,Very favorable,Democrat,About the same,Don't know,Very unfavorable,Probably is happening,Somewhat unfavorable,Somewhat unfavorable,Favor,Says what he believes,Somewhat serious,Like somewhat,Generally headed in the right direction,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,About the same,Liberal,Too little,Very favorable,Democrat,Pay more,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Somewhat serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Barack Obama,Not sure,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,About the same,Moderate,Not sure,Very favorable,Democrat,About the same,Somewhat unfavorable,Somewhat unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Not sure,Says what he believes,Very serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
